,num,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,weight
1171,395028,395029,B001EO5SCQ,AKJXIL2VS3Y36,Basil Nestor,0,1,5,1183420800,Awesome taste!,"I love this stuff! Wild Ride Gallopin' Pepper has NO nitrites and NO MSG. It is made with natural ingredients, which is about as healthy as you can get while still eating beef. It is also low in calories. An entire 4-ounce bag is only 240 calories, or 60 calories per serving, high in protein and low in fat. I'm watching my weight, and Wild Ride is a welcome addition to my balanced diet.<br /><br />Essentially, it is sliced steak in a bag. An average piece is bite-size, about one inch square and about 1/8 inch thick. Keep in mind that Wild Ride is definitely NOT shoe-leather-tough like most jerky products, thus traditional beef jerky lovers may be put off by the tender quality of the meat. If you're looking for tough meat with the consistency of a radial tire, then buy something else. But if you want beef jerky that is chewy, tender, and flavorful, get this product.<br /><br />I have only one complaint; about 1 in 5 bags have a few pieces containing gristle or sinew (the pieces don't break down completely when you chew them). While this is an inconvenience, the problem is still minor enough for me to give the product five stars based on overall taste and quality.<br /><br />Gallopin' Pepper has a spicy-peppery-smoky flavor that is perfectly balanced and not too overpowering. MMmmmm! Yummy!",2.2533840194512107e-06
715,106789,106790,B000A2BCJG,A32XVG7GO4QJYE,"A. Gordon Elder ""aged sage""",0,0,5,1220572800,Gels,"We have been using this all summer as a boost in the middle of long day hikes.  It gives you the POP you need and believe it or not it tastes good.  Not only is it re energizing it is also a treat,",2.2533840194512107e-06
1374,265822,265823,B000G80R6S,A1ECTN83HVTCR2,M. Eaton,1,2,5,1258848000,My Morning Biscoti,"My Nonni's<a href=""http://www.amazon.com/gp/product/B000G7YO2M"">Nonni's Biscotti, Originali, 8-Count Boxes (Pack of 12)</a> Biscotti order, arrived as promised, with not even one biscotti injured from it's travels.  They are fresh and delicious.  I drink about one cup of coffeee, each morning, which helps me to ward off a migraine and I considerer it such a pleasure to have my Nonni's Biscoti's so available in my biscotti jar. I have had trouble lately, finding the original, my favorite, in the grocery or warehouse stores, so ordering by the case, was especially a convenience.",2.2533840194512107e-06
995,482437,482438,B000E4AIDG,A3E0B6W48ESAHR,Lori P,1,2,5,1250899200,Love this stuff!,I love the Yogi brand of Chai tea...whether it's the Redbush or Green tea.  It has so much more flavor than other brands of Chai tea and I have tried a ton of varieties.  I like to make the tea strong and then add some soy milk to it to make it creamy.  It becomes a Chai Latte without all of the sugar you get from the Chai syrups used in coffee shops.  It's also good cold.,2.2533840194512107e-06
835,336596,336597,B005GX8MMO,A1N5LNS3CAF1N0,char,0,0,5,1337731200,Italian Coffee,"Best Italian expresso coffee ever! It is a MUST to keep on hand and best served after dinner. Smooth, frothy, and never bitter.",2.2533840194512107e-06
396,449801,449802,B0049W9I08,A1P9D2FQIWSY0A,kimber,0,1,5,1335225600,Perfection!,"Aside from all other benefits of Kelapo Coconut Oil....the taste is perfection! I saut&eacute;ed zucchini, baby carrots, and squash after heating a little bit of Kelapo in the pan. It added a light and refreshing coconut taste which complimented the veggies phenomenally. As a huge fan of coconut oil, Kelapo is now my #1 choice!!",2.2533840194512107e-06
639,559443,559444,B0077MS56U,A38USBDGE075JO,Bruce S. Kadin,3,3,5,1333238400,Oreo Birthday cookie,Wish they would sell them all year long. Very good and also very sweet sent them to daughter who had the same birthday.,2.2533840194512107e-06
1389,264842,264843,B005V9YXTO,AC79VY2MX5G5F,sleeper,1,1,4,1333411200,Tasty -- even my kids and husband will eat!,"I got a coupon from a ...well known bulk store... and thought I'd try them out instead of Cape Cod chips. Very pleased! They are like a cross between pita chips and kettle-cooked chips. They have this dry powder flavoring (I assume its a powdered sea salt base) which enhances the taste but doesn't stick to your hands. When we first tried them, they tasted familiar. That Friday we got Chinese food and realized -- they kind of taste like the wontons on a crab rangoon! Dry flat crunchy chip, not greasy, a little thicker. My husband has been eating them with sour cream & onion chip dip and he thinks they would be great with a thicker party dip.<br />I don't know if its because they are a bit thicker, but I find I can't eat as many. Awesome! I used to get lazy and sit down for a movie with the chips in the bag instead of a bowl -- and realize later that I had eaten the whole thing! (I'm a big eater for a thin girl) I sat down with this bag and felt full after about 15 chips.<br />As for the nutritional value? It's 35% of Vitamin A, 4% each Iron & Vitamin C. It's nice to know you're getting that extra vitamin boost, but I will not swap a vegetable for these as a side dish. For us, these are just a nice bonus snack.",2.2533840194512107e-06
161,14590,14591,B0032BXUJM,A2FHFT5KM7XZUE,Ariane,7,8,5,1301443200,Very tasty blend - not a flavored coffee (yay!),"We got some of these in a sampler pack and really enjoyed them.  These are not the ""extra bold"" that have the 25% more grounds so you can make the larger (11 oz) cup, but it holds up nicely on the 9oz setting on my brewer.  Body is deep, good aroma with some bitterness that you would expect from a French Roast blend.  The Keurig review mentions that it uses a minimum of 50% rainforest alliance beans.<br /><br />This is not a flavored coffee, just a nice blend, so don't expect chicory coffee :-)  Now that Amazon sells them, we will put this into our rotation.",2.2533840194512107e-06
135,154980,154981,B00026O5D0,A2STVM14KRBBM0,Call,3,3,4,1310083200,Good pate,"I do not usually like pate, but I tried this one and it was light, fresh and creamy. My friends ate it one night as a pre-dinner snack, and they all said how much they liked it!",2.2533840194512107e-06
1239,124790,124791,B002XZ754O,A1OHC05J3PUJQ6,VinceJ,2,2,5,1320019200,Best Pet Treat.,"This is my second purchase of Chicken Nibbles from Amazon. Of all the pet treats on the market, our little terrier chooses these as best. We have thrown away more other products because he won't eat them. And we find it nearly imposssible to find this product in our area in any retail or pet supermarket. Amazon is the best and most reliable place to get them. Thanks  Amazon.",2.2533840194512107e-06
273,212702,212703,B00020HHAO,A250DA7FHOZ15B,"Maricela Luciano ""Tea lover""",5,5,5,1267660800,The best!,"I started drinking this tea after a Doctor of alternative medicine recommended it to cure a Yeast Infection. It worked! I did not had to do to a GYN to cure my yeast infection. Also, it helped me in other way. After I started drinking the tea I stopped craving sugar. Needless to say, I lost like 15 pounds while drinking it. Is amazing and very medicinal. It also helps me with menstrual cramps. I love it! You can find it here online or in any natural health food store near you.",2.2533840194512107e-06
1208,513686,513687,B000VK33C6,ANJFB4UTB3YDH,"Book Lover ""Peace Please""",1,1,5,1249344000,My dog loves it...,"and I love buying it for her. Not only is it a healthy organic meal, I personally like what the Newman Foundation does with their profits (after taxes) from their products.....$265 MILLION has been donated to various charities to date by their foundation. I buy Newman's Own products whenever I can (their spaghetti sauce is out-of-this-world...""Roasted Garlic""...YUM!).<br /><br />My dog has eaten this food for years and years until, out of the blue, my local grocer decided not to sell it anymore. I then had to grab a bag of food for her because we were out completely and decided to get Beneful. Apparently, her digestive system didn't like it and she ended up with bloody stools. That's when I came to Amazon.com (a GODSEND for people like me who have lame grocery stores to shop from) and found her Newman's Own dog food! I can always depend on Amazon.com. I've now got this on auto-delivery. I trust Newman's Own products and I know my dog is getting a well-balanced organic meal and it's Melamine-free.",2.2533840194512107e-06
160,548221,548222,B002TJFOCO,AJLPS4A9HGOQK,Patricia Schroeder,0,0,5,1342396800,Fun for a birthday cake,We used these on cupcakes for a sports-themed birthday party for a 7 year old and the kids loved them - and the adults too.  Lots of fun.,2.2533840194512107e-06
28,224889,224890,B000ETPYZS,AIZGBDHQCDL49,"C. L. Trujillo ""Lane""",0,0,4,1300924800,"Dog likes them, not sure if how effective the glucosamine is","Dog likes them, but not really sure if the glucosamine does much, or if there is even enough to make a difference.  My dog is not exactly old and limping around so I'm not sure you would see much of a difference.  He is getting a little older and I just want to get him a healthy snack.",2.2533840194512107e-06
162,339493,339494,B00375LB9E,ACQET5AAIJE5,FrancoTech,0,0,5,1319932800,Great Price and Delicious sprinkles....,Jimmies sprinkles are the best i love them because they are soft and unlike the other hard sprinkles don't get stuck in your teeth. lol But it was a great buy. You have a better deal here that anywhere else.,2.2533840194512107e-06
1099,560222,560223,B006VRTQZG,A2PE1U2WX3HFK3,"H. Halker ""Kundalini Yoga Rules!""",0,0,5,1313539200,Great Coffee,"This is the best coffee I have found so far. A lovely blend, dark and rich (which we love), and smells delightful. The taste is full and flavorful not at all bitter. I will be purchasing again.",2.2533840194512107e-06
86,277126,277127,B000YQFQF4,A2HKU4SOT0CWG9,"Susan C. Wolfe ""Nutty Librarian""",0,0,5,1277510400,IJust love the syrup!,These syrups are so versitle that you can use them in desserts dishes and teas and coffees. Thanks so much!,2.2533840194512107e-06
